cluster_id,size,name,description,keywords,causal_summary,evidence_bullets,limitations,top_phase,purity_reference_col,purity_context
35,98,Cruise - Aircraft Equipment Problem Critical,Incidents in Cruise. Common theme: Aircraft Equipment Problem Critical. Aircraft: A320.,"hydraulic, landing, gear, flight, zzz, hyd, aircraft, pressure","Cluster 35 contains 98 reports, mostly in the cruise phase. Likely cause drivers are system / equipment reliability, airspace conflict / traffic separation. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: hydraulic, landing, gear, flight, zzz, hyd. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Cruise | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: A320 | Key terms: hydraulic, landing, gear, flight, zzz, hyd, aircraft, pressure | Dominant anomaly_normalized: system_failure (99.0% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Cruise,anomaly_normalized,Dominant anomaly_normalized: system_failure (99.0% of this cluster)
16,87,Landing - Aircraft Equipment Problem Critical,Incidents in Landing. Common theme: Aircraft Equipment Problem Critical. Aircraft: Skyhawk 172/Cutlass 172.,"runway, landing, aircraft, flight, approach, gear, pilot, zzz","Cluster 16 contains 87 reports, mostly in the landing phase. Likely cause drivers are system / equipment reliability, airspace conflict / traffic separation. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: runway, landing, aircraft, flight, approach, gear. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Landing | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: Skyhawk 172/Cutlass 172 | Key terms: runway, landing, aircraft, flight, approach, gear, pilot, zzz | Dominant anomaly_normalized: system_failure (49.4% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Landing,anomaly_normalized,Dominant anomaly_normalized: system_failure (49.4% of this cluster)
30,87,Cruise - Aircraft Equipment Problem Critical,Incidents in Cruise. Common theme: Aircraft Equipment Problem Critical. Aircraft: B737 Undifferentiated or Other Model.,"flight, aircraft, control, atc, crew, autopilot, captain, zzz","Cluster 30 contains 87 reports, mostly in the cruise phase. Likely cause drivers are system / equipment reliability, ATC communication / coordination. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: flight, aircraft, control, atc, crew, autopilot. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Cruise | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: B737 Undifferentiated or Other Model | Key terms: flight, aircraft, control, atc, crew, autopilot, captain, zzz | Dominant anomaly_normalized: system_failure (97.7% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Cruise,anomaly_normalized,Dominant anomaly_normalized: system_failure (97.7% of this cluster)
6,79,Cruise - Aircraft Equipment Problem Critical,Incidents in Cruise. Common theme: Aircraft Equipment Problem Critical. Aircraft: EMB ERJ 170/175 ER/LR.,"windshield, window, flight, captain, zzz, cracked, qrh, crack","Cluster 6 contains 79 reports, mostly in the cruise phase. Likely cause drivers are system / equipment reliability, airspace conflict / traffic separation. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: windshield, window, flight, captain, zzz, cracked. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Cruise | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: EMB ERJ 170/175 ER/LR | Key terms: windshield, window, flight, captain, zzz, cracked, qrh, crack | Dominant anomaly_normalized: system_failure (98.7% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Cruise,anomaly_normalized,Dominant anomaly_normalized: system_failure (98.7% of this cluster)
22,71,Parked - Aircraft Equipment Problem Critical,Incidents in Parked. Common theme: Aircraft Equipment Problem Critical. Aircraft: B737 Undifferentiated or Other Model.,"aircraft, flight, engine, crew, cabin, captain, air, gate","Cluster 22 contains 71 reports, mostly in the parked phase. Likely cause drivers are system / equipment reliability, airspace conflict / traffic separation. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: aircraft, flight, engine, crew, cabin, captain. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Parked | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: B737 Undifferentiated or Other Model | Key terms: aircraft, flight, engine, crew, cabin, captain, air, gate | Dominant anomaly_normalized: system_failure (76.1% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Parked,anomaly_normalized,Dominant anomaly_normalized: system_failure (76.1% of this cluster)
36,63,Taxi - Aircraft Equipment Problem Critical; Ground Event ...,Incidents in Taxi. Common theme: Aircraft Equipment Problem Critical; Ground Event / Encounte. Aircraft: Skyhawk 172/Cutlass 172.,"brake, aircraft, runway, taxiway, taxi, right, left, brakes","Cluster 36 contains 63 reports, mostly in the taxi phase. Likely cause drivers are system / equipment reliability, airspace conflict / traffic separation. The recurring event pattern is aircraft equipment problem critical; ground event .... Evidence appears in repeated terms: brake, aircraft, runway, taxiway, taxi, right. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Taxi | Anomaly / theme: Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Taxiway | Aircraft context: Skyhawk 172/Cutlass 172 | Key terms: brake, aircraft, runway, taxiway, taxi, right, left, brakes | Dominant anomaly_normalized: system_failure (82.5% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Taxi,anomaly_normalized,Dominant anomaly_normalized: system_failure (82.5% of this cluster)
31,60,Cruise - Aircraft Equipment Problem Critical,Incidents in Cruise. Common theme: Aircraft Equipment Problem Critical. Aircraft: Skyhawk 172/Cutlass 172.,"flight, zzz, electrical, aircraft, failure, tower, pilot, airport","Cluster 31 contains 60 reports, mostly in the cruise phase. Likely cause drivers are system / equipment reliability, ATC communication / coordination. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: flight, zzz, electrical, aircraft, failure, tower. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Cruise | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: Skyhawk 172/Cutlass 172 | Key terms: flight, zzz, electrical, aircraft, failure, tower, pilot, airport | Dominant anomaly_normalized: system_failure (98.3% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Cruise,anomaly_normalized,Dominant anomaly_normalized: system_failure (98.3% of this cluster)
42,58,Initial Climb - Aircraft Equipment Problem Critical,Incidents in Initial Climb. Common theme: Aircraft Equipment Problem Critical. Aircraft: Skyhawk 172/Cutlass 172.,"engine, runway, power, instructor, flight, aircraft, takeoff, landing","Cluster 42 contains 58 reports, mostly in the initial climb phase. Likely cause drivers are system / equipment reliability, airspace conflict / traffic separation. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: engine, runway, power, instructor, flight, aircraft. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Initial Climb | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: Skyhawk 172/Cutlass 172 | Key terms: engine, runway, power, instructor, flight, aircraft, takeoff, landing | Dominant anomaly_normalized: system_failure (89.7% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Initial Climb,anomaly_normalized,Dominant anomaly_normalized: system_failure (89.7% of this cluster)
37,50,Descent - ATC Issue All Types; Deviation / Discrepancy - ...,Incidents in Descent. Common theme: ATC Issue All Types; Deviation / Discrepancy - Procedural Pu. Aircraft: Commercial Fixed Wing.,"aircraft, altitude, approach, mva, mia, traffic, issued, alert","Cluster 37 contains 50 reports, mostly in the descent phase. Likely cause drivers are procedural compliance / SOP adherence, ATC communication / coordination. The recurring event pattern is atc issue all types; deviation / discrepancy - .... Evidence appears in repeated terms: aircraft, altitude, approach, mva, mia, traffic. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Descent | Anomaly / theme: ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT | Aircraft context: Commercial Fixed Wing | Key terms: aircraft, altitude, approach, mva, mia, traffic, issued, alert | Dominant anomaly_normalized: other (74.0% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Descent,anomaly_normalized,Dominant anomaly_normalized: other (74.0% of this cluster)
27,47,Cruise - Deviation / Discrepancy - Procedural FAR; Deviat...,Incidents in Cruise. Common theme: Deviation / Discrepancy - Procedural FAR; Deviation / Discre. Aircraft: Skyhawk 172/Cutlass 172.,"student, altitude, flight, area, feet, engine, instructor, pilot","Cluster 27 contains 47 reports, mostly in the cruise phase. Likely cause drivers are system / equipment reliability, procedural compliance / SOP adherence. The recurring event pattern is deviation / discrepancy - procedural far; deviat.... Evidence appears in repeated terms: student, altitude, flight, area, feet, engine. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Cruise | Anomaly / theme: Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT | Aircraft context: Skyhawk 172/Cutlass 172 | Key terms: student, altitude, flight, area, feet, engine, instructor, pilot | Dominant anomaly_normalized: other (85.1% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Cruise,anomaly_normalized,Dominant anomaly_normalized: other (85.1% of this cluster)
26,41,Cruise - ATC Issue All Types; Deviation - Track / Heading...,Incidents in Cruise. Common theme: ATC Issue All Types; Deviation - Track / Heading All Types;. Aircraft: Commercial Fixed Wing.,"fix, departure, direct, flight, atc, route, aircraft, clearance","Cluster 26 contains 41 reports, mostly in the cruise phase. Likely cause drivers are procedural compliance / SOP adherence, ATC communication / coordination. The recurring event pattern is atc issue all types; deviation - track / heading.... Evidence appears in repeated terms: fix, departure, direct, flight, atc, route. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Cruise | Anomaly / theme: ATC Issue All Types; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Publi... | Aircraft context: Commercial Fixed Wing | Key terms: fix, departure, direct, flight, atc, route, aircraft, clearance | Dominant anomaly_normalized: other (85.4% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Cruise,anomaly_normalized,Dominant anomaly_normalized: other (85.4% of this cluster)
7,40,Climb - Aircraft Equipment Problem Critical,Incidents in Climb. Common theme: Aircraft Equipment Problem Critical. Aircraft: B737 Undifferentiated or Other Model.,"vibration, flight, zzz, aircraft, noise, maintenance, landing, captain","Cluster 7 contains 40 reports, mostly in the climb phase. Likely cause drivers are system / equipment reliability, airspace conflict / traffic separation. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: vibration, flight, zzz, aircraft, noise, maintenance. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Climb | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: B737 Undifferentiated or Other Model | Key terms: vibration, flight, zzz, aircraft, noise, maintenance, landing, captain | Dominant anomaly_normalized: system_failure (100.0% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Climb,anomaly_normalized,Dominant anomaly_normalized: system_failure (100.0% of this cluster)
4,40,Cruise - Airspace Violation All Types; Deviation / Discre...,Incidents in Cruise. Common theme: Airspace Violation All Types; Deviation / Discrepancy - Proc. Aircraft: Small UAS (At or above 0.55 lbs and less than 55 l.,"drone, uas, feet, altitude, flight, ft, 400, agl","Cluster 4 contains 40 reports, mostly in the cruise phase. Likely cause drivers are procedural compliance / SOP adherence, airspace conflict / traffic separation. The recurring event pattern is airspace violation all types; deviation / discre.... Evidence appears in repeated terms: drone, uas, feet, altitude, flight, ft. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Cruise | Anomaly / theme: Airspace Violation All Types; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / ... | Aircraft context: Small UAS (At or above 0.55 lbs and less than 55 lbs) | Key terms: drone, uas, feet, altitude, flight, ft, 400, agl | Dominant anomaly_normalized: other (60.0% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Cruise,anomaly_normalized,Dominant anomaly_normalized: other (60.0% of this cluster)
24,37,Climb - Aircraft Equipment Problem Critical,Incidents in Climb. Common theme: Aircraft Equipment Problem Critical. Aircraft: B737 Undifferentiated or Other Model.,"trim, autopilot, flight, control, aircraft, zzz, pitch, nose","Cluster 24 contains 37 reports, mostly in the climb phase. Likely cause drivers are system / equipment reliability, airspace conflict / traffic separation. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: trim, autopilot, flight, control, aircraft, zzz. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Climb | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: B737 Undifferentiated or Other Model | Key terms: trim, autopilot, flight, control, aircraft, zzz, pitch, nose | Dominant anomaly_normalized: system_failure (100.0% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Climb,anomaly_normalized,Dominant anomaly_normalized: system_failure (100.0% of this cluster)
20,37,Takeoff / Launch - Aircraft Equipment Problem Critical,Incidents in Takeoff / Launch. Common theme: Aircraft Equipment Problem Critical. Aircraft: B737 Undifferentiated or Other Model.,"rudder, aircraft, takeoff, flight, control, trim, right, left","Cluster 20 contains 37 reports, mostly in the takeoff / launch phase. Likely cause drivers are system / equipment reliability, airspace conflict / traffic separation. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: rudder, aircraft, takeoff, flight, control, trim. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Takeoff / Launch | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: B737 Undifferentiated or Other Model | Key terms: rudder, aircraft, takeoff, flight, control, trim, right, left | Dominant anomaly_normalized: system_failure (97.3% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Takeoff / Launch,anomaly_normalized,Dominant anomaly_normalized: system_failure (97.3% of this cluster)
19,34,Cruise - Aircraft Equipment Problem Critical; Inflight Ev...,Incidents in Cruise. Common theme: Aircraft Equipment Problem Critical; Inflight Event / Encoun. Aircraft: EMB ERJ 145 ER/LR.,"ice, icing, anti, anti ice, conditions, wing, icing conditions, qrh","Cluster 19 contains 34 reports, mostly in the cruise phase. Likely cause drivers are system / equipment reliability, airspace conflict / traffic separation. The recurring event pattern is aircraft equipment problem critical; inflight ev.... Evidence appears in repeated terms: ice, icing, anti, anti ice, conditions, wing. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Cruise | Anomaly / theme: Aircraft Equipment Problem Critical; Inflight Event / Encounter Weather / Turbulence | Aircraft context: EMB ERJ 145 ER/LR | Key terms: ice, icing, anti, anti ice, conditions, wing, icing conditions, qrh | Dominant anomaly_normalized: system_failure (100.0% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Cruise,anomaly_normalized,Dominant anomaly_normalized: system_failure (100.0% of this cluster)
21,33,Cruise - Aircraft Equipment Problem Critical,Incidents in Cruise. Common theme: Aircraft Equipment Problem Critical. Aircraft: B737-700.,"apu, generator, flight, power, zzz, aircraft, checklist, drive","Cluster 21 contains 33 reports, mostly in the cruise phase. Likely cause drivers are system / equipment reliability, procedural compliance / SOP adherence. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: apu, generator, flight, power, zzz, aircraft. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Cruise | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: B737-700 | Key terms: apu, generator, flight, power, zzz, aircraft, checklist, drive | Dominant anomaly_normalized: system_failure (97.0% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Cruise,anomaly_normalized,Dominant anomaly_normalized: system_failure (97.0% of this cluster)
11,32,Final Approach - Aircraft Equipment Problem Critical,Incidents in Final Approach. Common theme: Aircraft Equipment Problem Critical. Aircraft: B737 Undifferentiated or Other Model.,"flaps, flap, approach, landing, flight, zzz, checklist, aircraft","Cluster 11 contains 32 reports, mostly in the final approach phase. Likely cause drivers are system / equipment reliability, procedural compliance / SOP adherence. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: flaps, flap, approach, landing, flight, zzz. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Final Approach | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: B737 Undifferentiated or Other Model | Key terms: flaps, flap, approach, landing, flight, zzz, checklist, aircraft | Dominant anomaly_normalized: system_failure (96.9% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Final Approach,anomaly_normalized,Dominant anomaly_normalized: system_failure (96.9% of this cluster)
10,32,Cruise - Aircraft Equipment Problem Critical,Incidents in Cruise. Common theme: Aircraft Equipment Problem Critical. Aircraft: A320.,"engine, ecam, takeoff, flight, maintenance, aircraft, eng, thrust","Cluster 10 contains 32 reports, mostly in the cruise phase. Likely cause drivers are system / equipment reliability, airspace conflict / traffic separation. The recurring event pattern is aircraft equipment problem critical. Evidence appears in repeated terms: engine, ecam, takeoff, flight, maintenance, aircraft. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Cruise | Anomaly / theme: Aircraft Equipment Problem Critical | Aircraft context: A320 | Key terms: engine, ecam, takeoff, flight, maintenance, aircraft, eng, thrust | Dominant anomaly_normalized: system_failure (100.0% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Cruise,anomaly_normalized,Dominant anomaly_normalized: system_failure (100.0% of this cluster)
14,31,Final Approach - Deviation / Discrepancy - Procedural Pub...,Incidents in Final Approach. Common theme: Deviation / Discrepancy - Procedural Published Material / Po. Aircraft: Commercial Fixed Wing.,"approach, flaps, aircraft, airspeed, speed, wind, windshear, flap","Cluster 14 contains 31 reports, mostly in the final approach phase. Likely cause drivers are system / equipment reliability, procedural compliance / SOP adherence. The recurring event pattern is deviation / discrepancy - procedural pub.... Evidence appears in repeated terms: approach, flaps, aircraft, airspeed, speed, wind. Operationally, this points to a repeatable risk pathway where similar triggers are producing similar outcomes across reports in the same cluster. The cluster should be treated as a targeted risk theme for focused mitigations, crew briefing updates, and short-cycle trend monitoring. This is an inferred causal pattern from clustered reports, not a proven single root cause.","Phase: Final Approach | Anomaly / theme: Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach; Inflight Event / Encounter CFTT / ... | Aircraft context: Commercial Fixed Wing | Key terms: approach, flaps, aircraft, airspeed, speed, wind, windshear, flap | Dominant anomaly_normalized: other (83.9% of this cluster)",Descriptive only; not proven root cause. Ground claims in Narrative/Synopsis and fields above.,Final Approach,anomaly_normalized,Dominant anomaly_normalized: other (83.9% of this cluster)
