report_id,date,month_key,text,cluster,cluster_label,umap_x,umap_y,vessel_type,flight_phase
2261217.0,2025-07-01,2025-07,Pre-flight revealed no abnormalities with the aircraft. I could feel fuel in both tanks with my fingers and the totalizer had calculated that there was about 35 gallons onboard. The oil dipstick showed approximately 1/8th inch below 6 quarts. During engine run up each magneto showed a drop of about 100 RPM; and the prop cycle was normal. All temperatures and pressures were nominal during engine run up and subsequent take off. Winds were light; out of the south so I took off runway XX and made a left downwind departure to the north. During take off full power was set; roughly 27 inches of manifold pressure and rpm was right at redline. As soon as the runway lights were under the nose I retracted the landing gear. At about 1600' I turned left and retracted the flaps. In the downwind I set climb power of 25/25. Climbing through roughly 3000' I contacted Center for VFR flight following. Shortly after I leveled off at 5500' and had the airplane trimmed out. A few minutes later I smelled a sweet oil smell in the cockpit and immediately looked at the JPI engine monitor and began to watch the oil pressure drop. It was initially above 40 PSI; which is low as the airplane typically would make 65 PSI of oil pressure. I watched as the pressure continued to drop at an alarming rate. At this point I advised center. I looked at the sectional moving map I had on my cell phone that was in the yoke mount and saw ZZZ1 [airport] ahead of me; knowing I could not make that airport I remembered that ZZZ would be close by. I then put XXX.X into the com 2 radio and began clicking the PTT for lights. It was around this time that the oil pressure dropped all of the way to zero and the propeller governor lost control. The RPMs then rose to between 2800 and 2900 RPM. At this point I began a left turn towards the lit runway at ZZZ and extended the landing gear. Airspeed had decreased to roughly 120 mph and the propeller had come back to a nominal RPM of about 2200 rpm. Manifold pressure was moving between 9-11' however I do not recall what adjustments I was making to the throttle at this time. As I continued the turn to a short final at ZZZ I extended 20 degrees of flap and began an aggressive slip to dissipate energy. At this point ATC was reading all of the NOTAMs which was an unwelcome distraction and he also asked if I could copy a phone number. As I began rounding out airspeed was between 80 and 90 mph and I turned off the magnetos; moved the mixture to idle cut off and closed the fuel valve. At this time I called for doors to be unlatched and cracked. The propeller then went from windmilling to an abrupt stop; compared to normal engine shut down. During roll out I was aggressive on braking and the aircraft skidded to a stop midway down the runway. At this time I called for evacuation; leaving the master switch on so there was light on the runway. After it was obvious there was no fire; I reentered the cabin and attempted to contact center from the ground and then made a call that we were down and safe. I contacted ATC via cell phone and let them know the aircraft was still on the runway. The airport manager arrived shortly after and we moved the aircraft off of the runway.,-1,Noise,7.5298986,-1.5535748,Personal,Cruise
2261591.0,2025-07-01,2025-07,After passing MINGO while on a visual approach for Runway 31; we heard; on the Tower frequency (118.3); another aircraft acknowledge that they were cleared to land on Runway 31. This created confusion given our proximity to the airport and our understanding of the traffic picture. We were able to determine that this aircraft was not landing at Rochester and was landing at another distant airport with the same Tower frequency and runway configuration. This caused an unnecessary distraction during a critical phase of flight. When reported to RST ATC; they said this is a known issue.Suggestions: Change RST Tower frequency or change the other airport Tower frequency. From looking in the database; I believe the other airport was DSM.,32,Cluster 32,3.1281354,5.133241,,Initial Approach
2261804.0,2025-07-01,2025-07,I was inbound to Fullerton (FUL) at 8;000 feet on an IFR flight plan; and canceled IFR with SoCal Approach while in VFR conditions; continuing on flight following. ATC issued a descent to 6;500 and a turn to 240°. As I turned; I noticed terrain (Santiago Peak ~5;700 MSL) directly ahead and assessed that descending to 6;500 created an unacceptable terrain clearance margin. I advised ATC: 'For terrain; Aircraft X; I don't want to go down to 6;500; I'm going to go up to 8;500.' I then climbed accordingly. The controller was not pleased with the deviation; but I made the decision for safety of flight and maintained VFR at all times. This report is submitted to document the event and highlight the importance of clear PIC communication when safety concerns arise during VFR flight following in mountainous terrain.,22,Cluster 22,1.3340329,2.9915888,Personal,Cruise
2262249.0,2025-07-01,2025-07,On arrival into TUS we lost our GPS positioning (this is a known issue due to white sands testing). Inquiry ATC about the issue as we were expecting the approach to runway 30 in Tucson; which is what we have been advertised and they were doing.. ATC told us we should have it back well before we got there; but upon reaching the approach window; we did not have it and they offered us a VOR to runway 30. (Or the visual which we can't accept at night). After getting a bit closer and passed the mountain range; the GPS came back and switched back to the RNAV runway 30. At this point it appeared we were going to be too high on the approach so we opted for a missed approach and returned on the RNAV Z for rwy 30.,3,Cluster 3,-0.595283,4.388787,Air Carrier,Descent
2262275.0,2025-07-01,2025-07,Aircraft X was given instructions to taxi to RWYXX via taxiway 1. Aircraft X started taxiing the wrongway on 1.  I told Aircraft X to make a 180 to taxi in the proper direction.  Aircraft X made a wide 180 and got one wheel stuck in the grass.  I called a tow from the FBO.  After I got off the phone with the FBO I realized that the pilot had shutdown his plane and lights.  He was no longer answering my calls on frequency.  I continued to watch the situation from the tower using binoculars.  I saw the tug come out to assist Aircraft X. At this point; the tower was a minute from officially closing. I went ahead with the normal closing procedures.  I assumed with expectation bias; that Aircraft X would be towed off momentarily and that everything would be ok.I came in the next day and was told that Aircraft X was not able to be towed off during the night and was left stuck on taxiway 1.  The airport management knew about it; however because I did not log the event nor share it with ATC management; the morning crew did not know what was going on.  It led to a lot of phone calls and assumptions that maybe someone had crashed. I was tired and didnt properly plan for the possibility that Aircraft X would remain stuck on the taxiway.  I assumed that it would be towed off within the next 15-30 minutes.  My expectation bias led me to think everything would be ok; thus not adding this event to the log so that the morning crew would know what happened just in case.  I also should have called an Alert 1 and notified ATC management about the situation.,27,Cluster 27,5.315332,6.0044065,,Taxi
2262278.0,2025-07-01,2025-07,I cant really give a detailed description of what happened. If you pull up the falcon (Radar Display Relay) on the session you will see why. We did have multiple aircraft on vectors to get them into ZZZ. It is the busiest day of the year there. I as did point out to the R-side a few minutes before Aircraft X was going to get into the 121 MIA (Minimum IFR Altitude) and told him to turn him. He gave them a heading. I didn't verify that the heading was going to be enough. I got pulled away with everything else going on. I saw it when the R-side saw the msaw alert. It is a very crazy situation every year with this fly in. One thing that was brought to my attention after the fact was that Aircraft X was a ZZZ1 arrival and somehow got sequenced in with the ZZZ arrivals.  I don't know if they came from Sector X on a heading and that's why we missed it or if we just overlooked it. But he was never cleared to the ZZZ airport. The pilot never said anything either. I believe that there are numerus things that we could do to make this a safer operation. First we were briefed one thing about how many will be allowed into the airspace at once and how arrivals and departures were going to be handled. That was not followed and way to many aircraft were allowed into sector XY then what should have been. During the time we had Aircraft X below the MIA was when they shut the airport off because the airport couldn't take anymore aircraft. It throw off the entire plan of the R-side. We then had to start issuing holding and the time that took with aircraft needing to divert for fuel and just in general it was a mess.  The tower was claiming we needed to allow aircraft to depart but they weren't requesting departures. Please review the day and help come up with ways to make this a better operation,37,Cluster 37,2.470515,3.7938828,Fractional,Cruise
2262908.0,2025-07-01,2025-07,Aircraft X was issued extreme precipation near ZZZ moving toward the field; offered alternate airports. Aircraft X wanted to try to land ZZZ anyway and requested to track the RNAV approach but be cleared for the visual. I coordinated the opposite direction runway with the tower. I offered the lowest MVA altitude to Aircraft X and he accepted it then I assigned it. I issued deviations left and right of course; when able direct ZZZZZ - the FAF. Aircraft X was assigned 1500 but indicated 1600 near ZZZZZ. As he turned inbound toward ZZZ; he indicated 1400. There was other coordination occuring and lots of background on guard and lightning static. I then noticed Aircraft X indicating 1100 as I was transferring communication of another a/c. Then Aircraft X indicating approx 005 as I was initiating a low altitude alert due to the 1100 indication. Aircraft X previously proactively asked me for alternate missed due to the flight conditions; so he was already in the turn. He stabilized and decided on an alternate airport.The loss of altitude resulted in me violating the LOA (Letter of Agreement) by not transferring communication with the a/c in time in addition to violating the Class D airspace. I asked the pilot the reason for the loss of nearly 500' and he said wind shear.He admitted to descending to 1200 on his own and then encountered wind shear. He descended to 400 or 500 feet and climbed when I issued the low altitude alert.,37,Cluster 37,2.6216931,3.4418437,Air Taxi,Final Approach
2263141.0,2025-07-01,2025-07,Encountered GPS jamming starting approximately 100 miles northwest of Amarillo; TX and lasted approximately 1.5 hours. ATC was notified and they confirmed it was the military. Cause: Military GPS jamming.,3,Cluster 3,-0.7751622,4.5525794,Air Carrier,Cruise
2263156.0,2025-07-01,2025-07,"Our night time flight departed ZZZ enroute to ABQ.  The arrival weather was vfr so no alternate was filed.  Our arrival time was approximately XA30.  Once we were handed off to Albuquerque Center;  they advised us that military GPS jamming was being conducted in the White Sands area north of El Paso.  During our planning for the descent and approach; the FO and I discussed that the active runway was 21.  ATIS broadcast that  visual approaches were in effect.  With the winds forecast to increase out of the south; I had the FO inquire with ATC if the GPS jamming affected flights into the ABQ terminal area.  He said NO ... .it was mostly aircraft in the higher altitudes affected.  We briefed the RNAV (RNP) RWY 21 approach.  During cruise and as we began the descent; the left and then the right GPS would not be available due to the jamming.  Just as we switched to approach control; both GPS units were unavailable and of course it took the EGPWS (Enhanced Ground Proximity Warning System) with it.  (no terrain display). We contacted approach and they said we could expect jamming all the way in! With no alternate airport; and no way to fly any of the RNAV approaches; we felt like we were getting painted into a corner.  I was NOT going to execute a night visual approach into mountainous terrain (especially without the EGPWS).  To complicate matters; approach control was working approach; tower and ground freqs.  They did notify us that other aircraft were electing to fly the ILS runway 3.  We accepted that; reloaded the approach; and planned a 40 flap with a 10 knot tailwind.  On short final;  the winds (aircraft NAV display) were 180-200 at 35 knots.  Tower called winds were 180@13 (exactly a 10 knot tailwind for runway 03…interesting).  We did however discuss; accepting winds in excess of 10 knots for landing.  (Captains emergency authority)With all this being said; we landed uneventfully; the GPSs both came back on line around 2000 feet agl;  and we got everyone safely to the gate. Cause:  No enroute NOTAMS that I saw describing the airports / locations affected by Military GPS jammingATC (ZAB) knowledge of jamming that affected our decision makingCombination of multiple factors/ Winds/ night time / all NON-ILS approaches requiring GPSUnaware of any aircrew/ATC actions to stop jamming if safety of flight is involved (i.e   'stop buzzer' ) call from crewsDispatch knowledge of jamming outcome on approach availability / applying alternate airfield""",3,Cluster 3,-0.59658974,4.388438,Air Carrier,Descent
2263443.0,2025-07-01,2025-07,We were doing the ILS Z XX; and were cleared to land on runway XX.  On the approach at approximately 600 agl; we heard tower clear another aircraft for an immediate takeoff on our runway.  Within a few seconds; the tower then called the other aircraft and cancelled their takeoff clearance.  The other aircraft notified tower they had crossed the hold short line for our runway. At this moment; we did a go around as tower called a go around for us at the same moment.After complete the go around; we proceeded back for another ILS and normal landing.,31,Cluster 31,4.0354548,4.794918,Air Carrier,Initial Approach
2263454.0,2025-07-01,2025-07,Taxi Conflict Narrative - FBO Ramp / Runway XXRLate at night while operating on the ramp at the FBO; we received taxi instructions to Runway XXR via taxiway 1; 2; cross XYL on 2; and hold short of XYR on 2. As we taxied south on 1; we became aware of a Heavy aircraft taxiing across the ramp area; moving perpendicular to our path.Due to frequency congestion and not knowing the aircraft's call sign; we did not hear its taxi clearance and were initially unaware of its intentions. As we approached the intersection; both aircraft converged on the same taxiway at approximately the same time. Our taxi clearance did not include instructions to give way; so we expected the other aircraft to hold short of taxiway 1.However; the aircraft appeared to accelerate toward the intersection; prompting us to aggressively reduce speed and stop to avoid a potential conflict. Had we not taken immediate action; the result may have been a taxiway incursion.We believe we acted appropriately and prioritized safety in a high-workload environment. Due to the frequency congestion and the absence of any actual conflict or collision; we chose not to call ground to avoid further cluttering the frequency.In retrospect; the only improvement would have been a situational heads-up from ground control regarding the presence and movement of the other aircraft. Improved controller advisories in these complex ramp areas could enhance situational awareness and reduce the potential for confusion in similar scenarios.,27,Cluster 27,5.29812,5.825848,,Taxi
2263588.0,2025-07-01,2025-07,"Flight was routed near White Sands to avoid hazardous weather en route.  The flight got a GPS invalid FMC message. Many aircraft queried ATC about the GPS jamming and ARTCC confirmed that jamming was being conducted.  I reviewed training concerning GPS Signal interference and ran the QRH GPS Data Unreliable procedure.  Seeing that neither GPS units indicated a position; I selected GPS updating off per the QRH.  I also ensured that all conventional navigation sensor updating was enabled.  Shortly thereafter; the GPS Light illuminated.  That seemed to be the consequence of selecting GPS Updating OFF; but that behavior is not expected and seemed contrary to training.  I ran the GPS Light QRH procedure.  I told the FO/PF to review the manuals and QRH for himself to ensure we had a common understanding of the situation.The GPS units never recovered.  Hundreds of miles beyond the interference area; we still had no GPS positions.  As we approached top of descent; we formulated a plan for the approach.  The active runway had GPS; RNP & VOR approaches. (Winds were out of limits for the ILS to the reciprocal runway. The parallel runway was closed which made its ILS unavailable.)  Clearly we could not do the GPS or RNP approaches with two failed GPS units and the GPS light illuminated.  That left the VOR approach.  The QRH GPS Light procedure says; Continue normal operation if ANP meets the requirements for the phase of flight;"" so that would allow the VOR overlay; provided that actual navigation performance (ANP) meets the 1 nm terminal standard.  But what if it doesn't? The QRH offers no guidance.  Common sense would indicate that one cannot continue to use an approach procedure if the system falls below the required navigational performance; but the QRH only says things like ""verify position"" but not to abandon a non-RNP approach.  How can the pilot ""verify position"" to a tighter standard than the INS (Inertial Navigation System) which is integrating multiple sensors with 0.1 nm resolution?Also; our procedures for non-ILS approaches direct selecting VOR Updating OFF to prevent a map shift.  That seemed inadvisable in this case; because; with no GPS positioning; we were relying on VOR & DME updating to prevent dead reckoning drift of the IRS units. I made the decision to leave VOR Updating ON; which I believe is consistent with QRH procedures.We also got a light on the transponder control panel due loss of ADS-B in conjunction with the GPS failure; but ATC continued to receive our IFF Modes A&C.We discussed the possibility of the need to fly the VOR approach using only conventional navigation if the ANP was insufficient to perform an overlay using LNAV & VNAV.  Here is one of the main safety issues I want to highlight: Our non-ILS procedures ONLY contemplate using a GPS overlay to fly VOR/LOC approaches using LNAV/VNAV.  ***We have no procedure for or TRAINING in flying a VOR approach using only VOR data.***  In fact; our training department goes out of its way to discourage non-VNAV vertical modes (VS or LVL CHG); and it pretends that the ability to couple the autopilot/flight director (AP/FD) to a VOR source does not exist. For example; to track a radial outbound; we are taught to create a fix some distance out on that radial and track inbound to it using LNAV rather than the much more straightforward technique of tuning the navigation radio to the VOR frequency; setting the outbound course on the mode control panel (MCP); and selecting the VOR/LOC lateral mode.  (I.e.; using Cat I navigation the way that the aircraft was designed to.)I pressed the PF to think through the specific actions he would perform on the MCP to conduct a conventional VOR approach without the use of LNAV/VNAV should the reliability of our position degrade to the point that LNAV/VNAV was not available.  I had to instruct him on setting the navigational display to VOR; selecting VOR/LOC for lateral guidance; and using non-VNAV modes to descend; because*our company training is totally silent on this topic.*Let's pause for a moment to review the cards stacked against us:  Night. Mountainous terrain. Unreliable position. Degraded EGPWS.  The captain (PM) has never landed at this airfield. The first officer (PF) has been there once.  The PF has approximately one year on the aircraft so he has not yet fully internalized the use of non-VNAV vertical modes. He is being introduced to the required lateral mode for the first time.  Neither pilot has flown this type of approach using the techniques that will be required on this type aircraft; in real life or in the simulator; because it is completely absent from Company training and even Company operating manuals.  And; oh; by-the-way; the charted glideslope is steeper than normal (with only a VASI rather than PAPI for guidance).All of this because the Air Force wants to play games with the Global Positioning System.The only things we had going for us were CAVU meteorological conditions and the experience that each pilot accumulated prior to coming to this airline. On initial contact with TRACON; we stated we were non-GPS and requested vectors to the VOR approach.  We initially got behind the descent and Approach Control had to vector us around for another try.  On a vector to intercept the final approach course; we received an UNABLE REQD NAV PERF-RNP message which meant we could no longer fly the VOR as an overlay.  I was not aware there was a QRH procedure for this at the time; but its steps had already been accomplished. We flexed to VOR navigation only without using LNAV/VNAV as we had briefed; setting each intermediate step-down altitude in turn and capturing the final approach course with VOR/LOC.  The PF chose to use LVL CHG which added new meaning to the term ""dive & drive.""  With a couple sink rate calls from the PM (with prompt PF corrections) between 1000' and 500' (in VMC); we were safely on deck.The GPS Light was still on at the gate so we wrote it up in the eAML.Cause: USAF disruption of GPS signalsInadequacy of trainingSuggestions: For USAF; stop degrading navigation within our national airspace.For USAF; issue NOTAMs describing time & location of GPS signal jamming & spoofing.For Dispatch; route aircraft around areas of known/reported/suspected GPS signal jamming/spoofing.For Fleet Managers; develop flight procedures to be used when LNAV/VNAV (and analogous Airbus modes) are not available due to loss of required navigational performance.For Training; conduct training on conventional navigation modes and techniques with emphasis on techniques to be used for non-ILS approaches when LNAV/VNAV modes are not available.""",3,Cluster 3,-0.6789629,4.463033,Air Carrier,Cruise
2263607.0,2025-07-01,2025-07,During initial descent into Minot (MOT); I attempted to listen to the ASOS for MOT to obtain the current weather conditions; however; the AWOS for Barnes County (BAC) was also being transmitted on the same frequency 118.725. Consequently; I was not able to make out the weather conditions for either airport. I listened to the ASOS again around 18;000 feet and this time I was barely able to make out the weather for MOT over the weather for BAC. I have experienced this issue multiple times flying from ZZZ to MOT. This is a safety concern as it decreases the time crews have to react to unforecast weather conditions and runway changes in MOT. There is also a concern that the wrong weather information will be copied as crews are trying to listen to two weather reports broadcast on top of each other.Cause: The use of a common ASOS/AWOS frequency of 118.725 for both Barnes County (BAC) and Minot (MOT).Suggestions: Changing the ASOS/AWOS frequency at either Barnes County (BAC) or Minot (MOT) would eliminate this issue.,23,Cluster 23,1.0065596,4.842482,Air Carrier,Descent
2263617.0,2025-06-01,2025-06,Got a notification from Company of a possible ADS-B mismatch. This type mismatch seems to happen when ATC changes our squawk code in the air. This is some sort of FAA computer glitch; it was correct in the aircraft. We check and double-check the code using the checklist and this was our second leg in the same aircraft; making it even less likely it was the crew.Cause: This code mismatch keeps happening and is FAA-caused and is wasting our flight crews' time filling out needless paperwork. There needs to be a better FAA computer tracking system and it has become routine for ATC to change our code multiple times in a single flight.Suggestions: Better FAA computer system to avoid this.,17,Cluster 17,1.1648978,4.0603766,Air Carrier,Cruise
2263619.0,2025-07-01,2025-07,Flight ZZZ-RIC; while getting vectored onto final for ILS 16; Potomac Approach allowed Aircraft Y to maintain visual separation with us - inside RIC class C airspace. This reckless pilot flew straight at us at the same altitude. We watched them on TCAS; got a TA; and as I was about to go around; we got an RA. This was at 2500' approaching the final approach fix. I notified Potomac of the RA. Looking back at information; it appears Aircraft Y did not deviate at all. This was a scary situation and Potomac allowed this pilot to maintain visual separate and at NO point did they ask Aircraft Y what they were doing; or notify us that we needed to go around or cancel our approach clearance. This was a scary and dangerous situation; caused by a negligent pilot and allowed (again!!) to occur by Potomac approach. This was eerily similar to the DCA accident and is unacceptable. We complied with the descent RA; we descended about 500'; crossed the FAF below the FAF altitude. The FAF at RIC is slightly over 2300' AFE - we were able to level; get configured; and continue a stabilized approach.Cause: Reckless general aviation pilot and Potomac Approach giving a maintain visual separation clearance inside controlled airspace without intervening with a near accident.Potomac Approach gave a visual separation clearance to general aviation aircraft in controlled airspace without intervening with a near accident. Due to their ease in giving these visual clearances combined with their lack of diligence in ensuring their clearance are being followed by GA traffic to ensure the safety of 121 traffic operating in controlled airspace during very busy phases of flight such as short final (in DCA) or; in our case; at the final approach fix; their processes needs to be reevaluated. Potomac Approach CREATED this risk by allowing the GA aircraft to continue with a visual separation clearance in RIC class C airspace while flying straight at us at the same altitude with an intersection near the final approach fix. This clearance. is unacceptable to begin with. They should have been vectored around us. Potomac acted recklessly with this clearance. They never intervened as Aircraft Y continued to fly straight at us at our altitude; near the very busy final approach fix.,22,Cluster 22,1.854503,2.331898,Air Carrier,Initial Approach
2263634.0,2025-07-01,2025-07,Cleared Visual Approach 23L GSO - backed up with ILS approach. Number 3 for landing behind Aircraft Y. Traffic was reported 60kts and ATC had us slow to final approach speed outside of BRANT. We configured gear down and flaps 45. Approx 300ft AGL Aircraft Y was not going to make it off the runway in time. ATC instructed a go around. From the go around left traffic to a second attempt visual approach 23L to a successful landing.  ATC apologized for the spacing.ATC Separation wasn't enough. Have GA aircraft land after us.,22,Cluster 22,1.83979,2.1284173,Air Carrier,Landing
2263857.0,2025-07-01,2025-07,During an IPC; I was performing the ILS Runway XX approach into ZZZ. The VHF NAV radio was properly selected and identified. I was established inbound on the localizer; and the glideslope was intercepted at ZZZZZ INT. While inbound to ZZZZZ1 INT and descending on the glideslope; I observed fluctuations in the glideslope indications. However; no NAV flags were displayed on the unit to indicate a loss of signal.Due to the distraction caused by troubleshooting the fluctuating glideslope; the aircraft descended below the published minimum altitude of 1660 feet prior to reaching the final approach fix at ZZZZZ1. At this time; visual meteorological conditions (VMC) prevailed; and ZZZ Tower alerted us of our low altitude. Upon receiving the advisory; we transitioned to a visual approach and proceeded to land safely at the airport.I was using the Garmin Pilot application on an iPad as an electronic flight display (EFD) to view the approach chart. However; due to the older generation of my iPad; I was unable to use Garmin's Smart Airway Chart feature. This feature displays own-ship position on both the plan-view and profile-view of the approach plate. If this capability had been available; it likely would have alerted me to the deviation from the correct glideslope path more promptly.Lessons Learned:Ensure that electronic devices used as EFBs or EFDs are updated and capable of supporting all available situational awareness features; especially for IFR operations.In the presence of any anomalies with navigational equipment--particularly during critical phases of flight--immediate adherence to minimum altitudes and backup verification methods (such as cross-checking raw data or switching NAV sources) is essential.Maintain situational awareness and be prepared to revert to a visual approach when conditions permit; particularly if navigation guidance becomes unreliable.,29,Cluster 29,2.5865786,2.14096,Personal,Final Approach
2263906.0,2025-07-01,2025-07,My student and I were cleared to take off Runway XX. As we rolled on to the runway and started to take off; I heard Tower cleared Aircraft Y ' to cross over midfield' is all I heard. As we started to climb our electronic system warned us with the repeating ' traffic' 'traffic'. I looked slightly up and to the left of the aircraft and the helicopter was coming straight at us. I grabbed the yolk from my student pushing the aircraft down towards the runway to try and avoid the helicopter. Successfully avoided the helicopter by near margins.,32,Cluster 32,3.0424218,5.157961,FBO,Initial Climb
2263998.0,2025-07-01,2025-07,I received the handoff on Aircraft X level at 130. Aircraft had been NORDO for over 150 miles and NORDO was in the data block 4th line. The aircraft's route went through several MIAs of terrain higher than 130. I tried to establish communication by broadcasting on my frequency as well as through guard. I broadcast Low Altitude Alerts with instructions to climb each time the aircraft entered higher terrain. I can't remember how much time elapsed; but we were able to reestablish communication and climb the aircraft right about the AOC airport. Pilot read back correct frequency on initial switch from approach just never checked in with the previous sector.,36,Cluster 36,1.9892241,3.52786,Personal,Cruise
2264059.0,2025-07-01,2025-07,SFO weather was CAVOK and they were using simultaneous visuals to 28L/28R.  We were on the SERFR4 arrival and were advised to expect the Tipp Toe visual 28L; so per company guidance we loaded the RNV 28L-T approach.  We were advised there would be traffic on the 28R visual.  The autopilot was engaged to join the approach; our final vector to join was inside CHERA and was given a 310 heading to join.  Upon established on 310; the vector was directly aimed at D9-28L; so I engaged NAV for course guidance.  After passing D9-28L and on course to D6-28L; additional traffic (Aircraft Y) was joining 28R.  There was hardly any spacing and it was evident that we would be parallel for the whole final.  Just before passing D6-28L; we received a TCAS alert for the traffic followed almost immediately by a TCAS-RA.  I disconnected the autopilot and followed the DESCENDING RA guidance (down 1700' per minute).  The FO made the RA call to Tower and was trying to get visual contact with the traffic while monitoring me flying the RA.  He was unable to get visual contact as the Aircraft Y flight was now slightly behind and above us.  The RA continued for about 10-12 seconds (it felt like 5 minutes) and about the same time the RA went away; the Tower called a low altitude alert and to say intentions; the FO called the go-around and we executed a missed approach on Tower provided vectors.  We were vectored back around for another visual to 28L and made a normal successful approach and landing.,28,Cluster 28,1.550335,3.703598,Air Carrier,Final Approach
2264449.0,2025-07-01,2025-07,I was instructed to enter a right downwind for a landing on runway XXR at ZZZ.  Mid-downwind; I was cleared to land.  I acknowledged the clearance. Abeam the numbers at 1000 AGL; I reduced power and began a descent to land.  As I turned final; I was advised by the tower to 'follow the Seminole'. I believe it was a Seminole but I am not certain.   I replied immediately that I was turning final and did not have the Seminole in sight.  Shortly after; I was advised again about the position of the Seminole.  I replied that I was on short final. At this moment; I noticed the shadow of an aircraft pass underneath me on the ground.  The controller then hastily advised me to switch to 10L for landing or go around.  I made an immediate turn to the left and elected to go around.  I was then vectored south of the airport to accommodate other arriving aircraft and eventually I was turned back to the airport where I flew a normal pattern and landing to XXL. The controller apologized twice during the episode.  I can only assume that the tower cleared 2 aircraft to land expecting both to have greater separation than we did and that he did not notice that we were converging on final.,32,Cluster 32,3.4597318,4.7132635,FBO,Landing
2264541.0,2025-07-01,2025-07,"We were cleared to line up and wait on Rwy 3R for departure after the traffic on final"".  There was Aircraft Z on approximately 3 mile final we saw visually and on TCAS.   Person A though this clearance seemed very nonstandard we accepted and lined up after the traffic landed.  We cleared visually and on TCAS and didn't see any other aircraft for 3R.While we were waiting to get takeoff clearance; I noticed another aircraft behind and above us on TCAS while we were on the runway awaiting takeoff clearance.  The tower controller was speaking Spanish so I couldn't understand what was said but the TCAS traffic was Aircraft Y that executed a go around at approximately 700 feet and overflew us in the takeoff position.  Nothing was said to us and after the go around Aircraft Y was clear we were cleared for takeoff without any comment or incident. I am confident we complied with the Towers instructions and were not at fault at all; but it is unsafe to issue clearances onto runways with any aircraft on final that you need to sequence behind.  It's especially unsafe if there are more than 1 aircraft on final that you are not made aware of.""",-1,Noise,1.8836728,4.3941116,Air Carrier,Takeoff / Launch
2264856.0,2025-07-01,2025-07,On approach to EYVI; I copied the QNH 1015 hectopascal from ATIS.  The controller gave me a descent to 4000 feet with a different QNH; 1019; which I attributed to rapidly changing weather.  I read back the QNH.  After reaching 4000 feet on QNH 1019; the controller told me I was at the wrong altitude.  I read back my QNH and he corrected it to 1009.  I climbed up to 4000 feet on QNH 1009. I may have been distracted by the increased workload due to a complete GPS blackout (now normal near EYVI) and heavy rain over the approach course to the ILS.  Static on the radio in the vicinity of large thunderstorms may have contributed. In the future; I'll question discrepancy between the ATIS' QNH and the controller's QNH; even when distracted.,-1,Noise,1.8319445,2.8247154,Personal,Descent
2265074.0,2025-07-01,2025-07,"After a successful landing on Runway XX at ZZZ; we exited the runway via taxiway 1 and contacted ZZZ Ground on XXX.X. We received taxi instructions: Taxi to parking via 2."" The student pilot began taxiing on 2 toward our designated parking area as instructed.Approximately 50-100 feet before reaching the intersection with taxiway 3; we observed a Cessna Citation exit the runway via 3 and contact ZZZ Ground. We heard ground control instruct the Citation to ""Cross 2 to the ramp.""As we were already established and taxiing on 2 in accordance with our clearance; I advised the student that the Citation should yield to us before entering 2. However; the Citation began moving forward; crossing in front of us and entering 2 without yielding; forcing me to take control and apply the brakes to avoid a potential collision.We allowed the Citation to pass and then continued taxiing to our parking spot. After shutdown and exiting the aircraft; an airport ramp marshal approached us. He asked if we were okay and mentioned that he witnessed the incident. He noted the tail number of the Citation and commented that what the Citation did was not right; as they essentially cut us off while we were following our instructions.""",27,Cluster 27,5.31518,5.455638,FBO,Taxi
2265197.0,2025-07-01,2025-07,The pattern at SQL was super busy; but I do not want to give Tower an excuse. There were supposedly 8 planes in the pattern when the event occurred. My student was climbing out of SQL to join the traffic pattern. In our crosswind to downwind turn all of the sudden I look at our Multi-function Flight Display (MFD) and notice an aircraft same altitude less than a mile away. They're holding our altitude at 800 ft right for the pattern. I was not told any traffic was following; or any traffic alert warning from our Tower at this time. I immediately began to climb as we were on converging paths. I climb to about 1;100 and see the helicopter that we were not made aware of at all flying right underneath our aircraft at about 900 feet so only 200 feet below us. I later called Tower on their land line to see what happened. They said supposedly the helicopter was non english speaking and had stopped responding to them. If that was happening; I would've at least liked a traffic avoidance call. They were so worried about extending everyones downwind with so many people in the pattern they didn't notice the two aircraft same flight level flying right at one another. 'Having a busy pattern' is no excuse. The Tower is supposed to provide separation services for us in their delta and had I not taken the controls from my student and climbed as an evasive action I don't think today would've had the same result. This is concerning that our Tower was unable to provide safe guidance or separation from two aircrafTS taking off and one remaining in the pattern; that had been in the pattern for the previous 30 min. Also; helicopters typically make left traffic at our airport; so not being made aware of a non standard helicopter making right traffic would've been helpful.,32,Cluster 32,2.4556704,5.0182424,FBO,Climb
2265213.0,2025-07-01,2025-07,Aircraft X was released IFR heading 360 altitude 2000. When he checked on climbing through 1000 I noticed he was less than a mile behind a VFR slow-moving aircraft that the tower had apparently released just prior to the Aircraft X. I turned Aircraft X immediately to a 270 heading and climbed him to avoid a midair. Tower controller should not have released a high-performance aircraft behind a low-performance aircraft on the same heading.,36,Cluster 36,2.0257528,3.4710906,Air Taxi,Climb
